NORDEN,IDHOGAR,TMUNI,NHOGAR,EHOGAR,SEXO,EDAD,NACIONALIDAD,ESTUDIANTE,REGLADO,NOREGLADO,Nivel_estudios,Nivel_estudios_especifico,Tipo_educacion,Localización_Centro,importe_matricula_clases,servicio_comedor,importe_comedor,servicio_transporte,importe_transporte,servicio_alojamiento,importe_alojamiento,servicio_ampliacion_horario,importe_ampliacion_horario,servicio_clases_apoyo,importe_clases_apoyo,servicio_actividades_extraescolares,importe_actividades_extraescolares,servicio_actividades_complementarias,importe_actividades_complementarias,servicio_cuota_ampa,importe_cuota_ampa,servicio_otros,importe_otros_servicios,servicio_clases_particulares,importe_clases_particulares,importe_escuela_idiomas,importe_estudios_idiomas_no_reglados,importe_ensenanzas_artisticas,importe_oposiciones_pruebas_acceso,importe_otros_estudios,gasto_libros,importe_libros,gasto_fotocopias,importe_fotocopias,gasto_uniformes,importe_uniformes,gasto_papeleria,importe_papeleria,gasto_muebles_accesorios,importe_muebles_accesorios,gasto_productos_informaticos,importe_productos_informaticos,gasto_otros_bienes,importe_otros_bienes,gasto_total_educacion,gasto_total_servicios,gasto_total_servicios_reglados,gasto_total_servicios_no_reglados,gasto_total_bienes,FACTOR
101915,803,10.000-49.999 habitantes,4,2,Mujer,4,Española,Sí,Sí,Sí,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,14,2,0,2,0,2,0,2,0,2,0,1,17,1,15,1,150,2,0,0,0,264,0,0,1,141,1,20,2,0,1,60,2,0,2,0,2,0,681,460,196,264,221,6691.971626
51700,805,<10.000 habitantes,3,1,Mujer,19,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza privada,Misma CA,5373,2,0,2,0,1,1500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,220,0,0,0,1,25,2,0,2,0,1,50,2,0,2,0,2,0,7168,7093,6873,220,75,3216.492346
113083,806,10.000-49.999 habitantes,3,1,Mujer,23,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza privada,Misma CA,5500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,300,1,300,2,0,1,150,2,0,2,0,2,0,6250,5500,5500,0,750,6651.219906
73083,808,10.000-49.999 habitantes,4,2,Hombre,11,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,200,2,0,2,0,2,0,0,0,0,0,0,1,200,1,30,1,20,1,30,2,0,2,0,2,0,480,200,200,0,280,4343.405347
7789,809,10.000-49.999 habitantes,4,2,Hombre,24,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,619,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,30,2,0,2,0,2,0,2,0,2,0,649,619,619,0,30,5345.772473
7828,810,10.000-49.999 habitantes,4,2,Hombre,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,45,2,0,1,5,2,0,0,0,228,0,0,1,30,1,5,1,120,1,10,1,15,1,300,1,25,783,278,50,228,505,3415.187196
7834,810,10.000-49.999 habitantes,4,2,Mujer,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,40,1,12,1,5,1,150,0,0,100,0,0,1,51,2,0,1,150,1,25,2,0,2,0,1,30,563,307,207,100,256,3415.187196
51722,811,<10.000 habitantes,4,3,Mujer,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,1,468,0,240,108,0,480,1,35,1,50,1,35,1,90,2,0,2,0,1,30,1556,1316,488,828,240,3655.734884
51738,811,<10.000 habitantes,4,3,Hombre,11,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,582,2,0,2,0,1,96,1,0,2,0,1,75,1,20,2,0,2,0,0,0,0,0,0,1,25,1,30,1,25,1,90,1,45,2,0,2,0,988,773,773,0,215,3655.734884
51743,811,<10.000 habitantes,4,3,Mujer,48,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza privada,Municipio Residencia,160,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,28,2,0,2,0,1,25,2,0,2,0,1,50,263,160,160,0,103,3655.734884
51775,812,<10.000 habitantes,4,4,Hombre,6,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,570,2,0,2,0,1,96,1,96,1,90,1,80,1,10,2,0,2,0,0,480,90,0,0,1,120,2,0,1,50,1,20,2,0,2,0,1,25,1727,1512,942,570,215,3508.890209
51781,812,<10.000 habitantes,4,4,Hombre,3,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,570,2,0,2,0,1,96,2,0,2,0,1,60,1,10,2,0,2,0,0,0,0,0,0,1,120,2,0,1,30,1,20,2,0,2,0,2,0,906,736,736,0,170,3508.890209
51815,813,<10.000 habitantes,4,2,Mujer,21,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,70,2,0,1,10,2,0,2,0,2,0,80,0,0,0,80,4111.864311
51820,813,<10.000 habitantes,4,2,Mujer,16,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza concertada,Misma Provincia,200,2,0,2,0,2,0,2,0,2,0,2,0,1,10,2,0,2,0,1,300,0,300,0,0,0,1,8,1,20,2,0,1,30,2,0,2,0,2,0,868,810,510,300,58,4111.864311
51854,814,<10.000 habitantes,4,2,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,53,1,50,2,0,2,0,0,0,0,0,0,1,300,1,40,2,0,1,50,2,0,2,0,2,0,493,103,103,0,390,4229.180057
51867,814,<10.000 habitantes,4,2,Hombre,16,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,2,0,0,0,0,0,0,1,70,1,12,2,0,2,0,2,0,2,0,2,0,102,20,20,0,82,4229.180057
31170,815,10.000-49.999 habitantes,4,1,Mujer,10,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,60,2,0,2,0,2,0,0,0,648,0,0,2,0,1,15,2,0,1,70,2,0,2,0,1,30,823,708,60,648,115,2835.584419
31186,816,10.000-49.999 habitantes,2,2,Hombre,38,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,66,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,450,2,0,0,0,108,0,0,1,200,1,50,2,0,1,20,1,25,1,80,2,0,999,624,516,108,375,5544.77866
31199,816,10.000-49.999 habitantes,2,2,Mujer,39,Española,Sí,Sí,Sí,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,180,350,1,250,1,120,2,0,2,0,2,0,1,540,2,0,1440,530,0,530,910,5544.77866
51913,817,100.000-499.999 habitantes,3,2,Mujer,14,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,94,2,0,2,0,2,0,0,288,0,0,0,1,50,1,50,1,120,1,110,1,20,1,900,2,0,1632,382,94,288,1250,5452.213124
51949,818,100.000-499.999 habitantes,4,2,Mujer,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5,2,0,2,0,2,0,0,0,0,0,0,1,17,1,15,2,0,1,50,2,0,2,0,2,0,87,5,5,0,82,3250.010652
51952,818,100.000-499.999 habitantes,4,2,Mujer,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,0,1,50,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,40,2,0,2,0,1,5,95,50,50,0,45,3250.010652
7871,819,100.000-499.999 habitantes,4,3,Mujer,20,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,100,1,420,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,100,2,0,2,0,2,0,2,0,2,0,620,520,520,0,100,2696.675671
7887,819,100.000-499.999 habitantes,4,3,Mujer,19,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,100,1,420,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,100,2,0,2,0,2,0,1,800,2,0,1420,520,520,0,900,2696.675671
7890,819,100.000-499.999 habitantes,4,3,Hombre,14,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,1,600,2,0,2,0,1,360,2,0,2,0,1,16,1,25,2,0,1,1800,0,0,0,0,0,2,0,2,0,1,30,1,30,2,0,2,0,2,0,2861,2801,2801,0,60,2696.675671
31262,822,100.000-499.999 habitantes,5,3,Mujer,17,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza concertada,Municipio Residencia,230,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,15,2,0,2,0,0,210,0,0,0,1,682,1,65,1,300,1,65,2,0,2,0,2,0,1567,455,245,210,1112,3517.916026
31278,822,100.000-499.999 habitantes,5,3,Mujer,15,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,15,2,0,2,0,0,210,0,0,0,1,30,2,0,1,20,2,0,2,0,2,0,2,0,275,225,15,210,50,3517.916026
31284,822,100.000-499.999 habitantes,5,3,Mujer,13,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,0,1,0,1,0,2,0,2,0,1,0,2,0,2,0,1,12,2,0,2,0,0,0,0,0,0,1,55,2,0,2,0,1,10,2,0,2,0,2,0,77,12,12,0,65,3517.916026
31301,823,100.000-499.999 habitantes,3,3,Mujer,22,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,375,0,0,0,1,100,1,50,2,0,1,25,2,0,2,0,2,0,550,375,0,375,175,3370.846951
31318,823,100.000-499.999 habitantes,3,3,Mujer,21,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,120,0,0,0,0,0,1,80,1,50,2,0,1,25,1,100,1,450,2,0,825,120,120,0,705,3370.846951
51971,824,50.000-99.999 habitantes,3,1,Mujer,21,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma CA,400,1,240,2,0,1,1200,2,0,2,0,2,0,2,0,2,0,1,7,2,0,0,0,0,0,0,1,117,1,180,2,0,2,0,2,0,2,0,2,0,2144,1847,1847,0,297,5223.819844
52047,825,50.000-99.999 habitantes,3,1,Hombre,13,Extrangera,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,30,1,10,2,0,2,0,0,168,0,0,0,1,100,2,0,1,35,1,50,2,0,2,0,1,400,793,208,40,168,585,5314.115989
89194,828,10.000-49.999 habitantes,2,1,Hombre,16,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Misma Provincia,0,2,0,1,0,2,0,2,0,2,0,2,0,1,30,1,20,2,0,2,0,0,0,0,0,0,1,140,1,15,2,0,1,25,2,0,2,0,2,0,230,50,50,0,180,10354.687013
7947,830,10.000-49.999 habitantes,4,2,Mujer,22,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,1000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,900,0,1,30,1,20,2,0,1,50,2,0,2,0,2,0,2000,1900,1000,900,100,3482.27552
7950,830,10.000-49.999 habitantes,4,2,Mujer,14,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,120,2,0,2,0,2,0,2,0,2,0,2,0,1,30,1,15,2,0,2,0,0,0,0,0,0,1,60,1,10,1,30,1,50,2,0,2,0,2,0,315,165,165,0,150,3482.27552
7998,831,100.000-499.999 habitantes,2,1,Mujer,25,Española,Sí,Sí,Sí,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza privada,Misma CA,1700,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,350,0,0,100,1,350,1,300,2,0,2,0,2,0,2,0,2,0,2800,2150,1700,450,650,5084.381392
31344,832,100.000-499.999 habitantes,4,3,Hombre,32,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,20,2,0,2,0,2,0,2,0,2,0,20,0,0,0,20,3686.424315
31357,832,100.000-499.999 habitantes,4,3,Hombre,30,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,800,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,30,2,0,1,30,1,150,2,0,2,0,1010,800,800,0,210,3686.424315
52098,833,50.000-99.999 habitantes,4,3,Hombre,50,Española,Sí,Sí,No,Educación Secundaria,Otros estudios de educación secundaria,Enseñanza pública,Municipio Residencia,70,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,70,0,0,0,0,1,48,2,0,2,0,1,10,2,0,2,0,2,0,128,70,70,0,58,3266.408881
52102,833,50.000-99.999 habitantes,4,3,Hombre,14,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,120,2,0,2,0,2,0,2,0,2,0,2,0,1,60,1,20,1,120,2,0,70,300,0,0,0,1,60,1,10,1,450,1,50,1,40,2,0,2,0,1230,620,320,300,610,3266.408881
52119,833,50.000-99.999 habitantes,4,3,Mujer,18,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,65,1,168,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,160,1,20,2,0,1,50,1,200,1,500,2,0,1163,233,233,0,930,3266.408881
31395,834,<10.000 habitantes,4,2,Mujer,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5,1,5,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,10,10,10,0,0,3682.365958
31409,834,<10.000 habitantes,4,2,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5,1,5,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,10,10,10,0,0,3682.365958
101989,835,10.000-49.999 habitantes,4,1,Hombre,5,Extrangera,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,30,2,0,2,0,2,0,2,0,2,0,2,0,1,6,1,10,2,0,2,0,0,0,0,0,0,1,85,1,15,1,15,1,10,2,0,2,0,2,0,171,46,46,0,125,7087.40066
89267,836,100.000-499.999 habitantes,4,1,Hombre,21,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,700,1,252,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,200,2,0,2,0,2,0,2,0,2,0,1152,952,952,0,200,6541.333861
73175,837,<10.000 habitantes,4,2,Mujer,9,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,40,1,8,2,0,2,0,0,210,0,0,0,1,30,1,5,2,0,2,0,2,0,2,0,2,0,293,258,48,210,35,1383.807687
73181,837,<10.000 habitantes,4,2,Mujer,5,Española,Sí,Sí,Sí,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,40,1,8,2,0,2,0,0,210,0,0,0,1,25,2,0,2,0,2,0,2,0,2,0,2,0,283,258,48,210,25,1383.807687
73215,838,<10.000 habitantes,3,1,Mujer,4,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Misma Provincia,0,1,540,2,0,2,0,1,0,2,0,2,0,1,100,2,0,2,0,2,0,0,0,0,0,0,1,165,1,20,1,20,2,0,2,0,2,0,2,0,845,640,640,0,205,2204.753708
8002,839,50.000-99.999 habitantes,3,2,Mujer,55,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,360,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,360,360,360,0,0,1211.35288
8024,839,50.000-99.999 habitantes,3,2,Hombre,24,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,2160,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,50,1,30,2,0,1,20,1,40,2,0,2,0,2300,2160,2160,0,140,1211.35288
8083,840,50.000-99.999 habitantes,4,2,Mujer,24,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza privada,Otra CA,3950,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,100,2,0,0,0,0,480,0,1,0,1,70,2,0,1,30,2,0,2,0,2,0,4630,4530,4050,480,100,1448.434006
8096,840,50.000-99.999 habitantes,4,2,Mujer,16,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,10,2,0,2,0,2,0,2,0,2,0,2,0,1,35,2,0,2,0,2,0,0,0,0,0,0,1,220,1,20,2,0,1,35,2,0,2,0,2,0,320,45,45,0,275,1448.434006
73292,841,<10.000 habitantes,4,2,Mujer,17,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,20,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0,0,0,0,0,0,1,180,1,20,2,0,1,150,2,0,1,700,2,0,1120,70,70,0,1050,1465.30921
73306,841,<10.000 habitantes,4,2,Hombre,13,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,15,2,0,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,2,0,0,300,0,0,0,1,170,2,0,2,0,1,100,2,0,2,0,1,20,655,365,65,300,290,1465.30921
73334,842,<10.000 habitantes,4,2,Hombre,6,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza privada,Otra CA,4400,1,1014,2,0,2,0,1,660,2,0,1,270,1,250,2,0,1,290,2,0,0,0,0,0,0,1,138,2,0,1,200,2,0,2,0,1,200,2,0,7422,6884,6884,0,538,1330.152373
73349,842,<10.000 habitantes,4,2,Mujer,6,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza privada,Otra CA,4400,1,1014,2,0,2,0,1,660,2,0,1,300,1,250,2,0,1,290,2,0,0,0,0,0,0,1,138,2,0,1,100,2,0,2,0,1,200,2,0,7352,6914,6914,0,438,1330.152373
73387,843,<10.000 habitantes,5,3,Mujer,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,12,2,0,2,0,2,0,2,0,2,0,2,0,1,300,2,0,2,0,2,0,0,0,0,0,0,1,250,2,0,2,0,1,50,2,0,2,0,2,0,612,312,312,0,300,1954.065851
73390,843,<10.000 habitantes,5,3,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,132,1,20,1,20,2,0,2,0,0,0,0,0,0,1,160,2,0,2,0,2,0,2,0,2,0,2,0,332,172,172,0,160,1954.065851
73404,844,<10.000 habitantes,2,1,Mujer,17,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,20,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,20,1,50,2,0,1,30,2,0,1,600,2,0,720,20,20,0,700,1550.707018
73447,845,<10.000 habitantes,3,1,Mujer,23,Extrangera,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,2146,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,225,0,570,0,0,0,1,300,1,20,2,0,1,150,2,0,2,0,2,0,3411,2941,2371,570,470,5256.027456
31437,846,10.000-49.999 habitantes,4,2,Hombre,4,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Otra CA,0,1,900,2,0,2,0,1,180,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,150,2,0,2,0,1,40,1,70,2,0,2,0,1340,1080,1080,0,260,2514.62245
31442,846,10.000-49.999 habitantes,4,2,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Otra CA,0,2,0,2,0,2,0,2,0,2,0,1,120,2,0,2,0,2,0,2,0,0,0,0,0,0,1,80,2,0,1,30,2,0,2,0,2,0,2,0,230,120,120,0,110,2514.62245
31474,847,10.000-49.999 habitantes,4,2,Hombre,9,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,360,2,0,2,0,1,36,2,0,2,0,1,29,1,20,2,0,1,240,0,270,0,0,0,1,275,2,0,1,12,1,68,2,0,2,0,1,12,1322,955,685,270,367,2465.898654
31480,847,10.000-49.999 habitantes,4,2,Hombre,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,240,2,0,2,0,1,36,2,0,1,168,2,0,1,20,2,0,2,0,0,0,0,0,0,1,310,2,0,1,12,1,120,1,17,2,0,2,0,923,464,464,0,459,2465.898654
31506,848,10.000-49.999 habitantes,3,1,Mujer,23,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza privada,Otra CA,4980,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,250,2,0,1,150,2,0,1,115,1,60,5555,4980,4980,0,575,1545.425418
31528,849,<10.000 habitantes,4,4,Mujer,40,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,570,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,280,0,0,0,0,0,1,40,1,35,2,0,1,35,2,0,2,0,2,0,960,850,850,0,110,2584.181018
31549,849,<10.000 habitantes,4,4,Mujer,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Misma Provincia,27,1,816,2,0,2,0,1,300,2,0,2,0,1,220,1,15,2,0,2,0,0,234,0,0,0,1,150,2,0,1,200,1,70,2,0,2,0,2,0,2032,1612,1378,234,420,2584.181018
31552,849,<10.000 habitantes,4,4,Mujer,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Misma Provincia,0,1,816,2,0,2,0,1,300,2,0,1,120,1,45,1,15,2,0,2,0,0,0,0,0,0,2,0,2,0,1,160,1,55,2,0,1,700,2,0,2211,1296,1296,0,915,2584.181018
31571,850,<10.000 habitantes,3,1,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Misma Provincia,0,1,0,1,0,2,0,2,0,2,0,1,120,1,12,1,15,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,1,30,2,0,2,0,2,0,177,147,147,0,30,2342.840319
8122,852,50.000-99.999 habitantes,3,1,Mujer,19,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,0,2,0,2,0,1,3180,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,210,0,0,2,0,1,30,2,0,1,30,2,0,1,1200,2,0,4650,3390,3180,210,1260,1390.896827
8143,853,50.000-99.999 habitantes,3,1,Hombre,21,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,20,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,20,20,20,0,0,2025.281966
31604,854,<10.000 habitantes,3,1,Mujer,8,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,60,2,0,2,0,2,0,0,0,0,0,0,1,250,2,0,2,0,1,45,2,0,2,0,1,25,380,60,60,0,320,2283.494911
89328,855,50.000-99.999 habitantes,3,1,Hombre,25,Española,Sí,Sí,No,Educación Secundaria,Otros estudios de educación secundaria,Enseñanza pública,Municipio Residencia,85,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,85,0,0,0,0,1,40,2,0,2,0,2,0,2,0,2,0,2,0,125,85,85,0,40,2684.275205
89352,856,50.000-99.999 habitantes,4,2,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,39,2,0,2,0,2,0,2,0,2,0,2,0,1,30,1,17,2,0,2,0,0,0,0,0,0,1,205,2,0,1,200,1,30,2,0,2,0,2,0,521,86,86,0,435,4333.740912
89365,856,50.000-99.999 habitantes,4,2,Mujer,8,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,39,2,0,2,0,2,0,2,0,2,0,2,0,1,30,1,17,2,0,2,0,0,0,0,0,0,1,235,2,0,1,200,1,30,2,0,2,0,2,0,551,86,86,0,465,4333.740912
73560,857,10.000-49.999 habitantes,4,2,Mujer,26,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,600,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,600,600,600,0,0,1393.831969
